professionalpartner,teamID,season,season_string,episode,ppseasonexp,ppepisodexp,score,judgexp,team_season,time,team
DerekHough,K.D,16,16,9,10,104,9.666666666666666,164.6666666666667,16K.D,16.75,185
DerekHough,K.D,16,16,10,10,105,10,165.6666666666667,16K.D,16.833334,185
DerekHough,K.D,16,16,11,10,106,10,166.6666666666667,16K.D,16.916666,185
GlebSavchenko,L.G,16,16,1,0,0,6,156.6666666666667,16L.G,16.083334,186
GlebSavchenko,L.G,16,16,2,0,1,6,157.6666666666667,16L.G,16.166666,186
GlebSavchenko,L.G,16,16,3,0,2,7,158.6666666666667,16L.G,16.25,186
GlebSavchenko,L.G,16,16,4,0,3,6,159.6666666666667,16L.G,16.333334,186
PetaMurgatroyd,S.P,16,16,1,3,19,6.333333333333333,156.6666666666667,16S.P,16.083334,187
PetaMurgatroyd,S.P,16,16,2,3,20,6.666666666666667,157.6666666666667,16S.P,16.166666,187
PetaMurgatroyd,S.P,16,16,3,3,21,7,158.6666666666667,16S.P,16.25,187
PetaMurgatroyd,S.P,16,16,4,3,22,6.666666666666667,159.6666666666667,16S.P,16.333334,187
PetaMurgatroyd,S.P,16,16,5,3,23,8,160.6666666666667,16S.P,16.416666,187
PetaMurgatroyd,S.P,16,16,6,3,24,7,161.6666666666667,16S.P,16.5,187
PetaMurgatroyd,S.P,16,16,7,3,25,8,162.6666666666667,16S.P,16.583334,187
PetaMurgatroyd,S.P,16,16,8,3,26,7,163.6666666666667,16S.P,16.666666,187
LindsayArnold,V.L,16,16,1,0,0,6,156.6666666666667,16V.L,16.083334,188
LindsayArnold,V.L,16,16,2,0,1,6,157.6666666666667,16V.L,16.166666,188
LindsayArnold,V.L,16,16,3,0,2,7.666666666666667,158.6666666666667,16V.L,16.25,188
LindsayArnold,V.L,16,16,4,0,3,6,159.6666666666667,16V.L,16.333334,188
LindsayArnold,V.L,16,16,5,0,4,7,160.6666666666667,16V.L,16.416666,188
LindsayArnold,V.L,16,16,6,0,5,6,161.6666666666667,16V.L,16.5,188
TonyDovolani,W.T,16,16,1,14,86,6,156.6666666666667,16W.T,16.083334,189
TonyDovolani,W.T,16,16,2,14,87,6,157.6666666666667,16W.T,16.166666,189
TonyDovolani,W.T,16,16,3,14,88,5,158.6666666666667,16W.T,16.25,189
ValentinChmerkovskiy,Z.V,16,16,1,3,17,8,156.6666666666667,16Z.V,16.083334,190
ValentinChmerkovskiy,Z.V,16,16,2,3,18,8.666666666666666,157.6666666666667,16Z.V,16.166666,190
ValentinChmerkovskiy,Z.V,16,16,3,3,19,8,158.6666666666667,16Z.V,16.25,190
ValentinChmerkovskiy,Z.V,16,16,4,3,20,8.666666666666666,159.6666666666667,16Z.V,16.333334,190
ValentinChmerkovskiy,Z.V,16,16,5,3,21,9.666666666666666,160.6666666666667,16Z.V,16.416666,190
ValentinChmerkovskiy,Z.V,16,16,6,3,22,9.666666666666666,161.6666666666667,16Z.V,16.5,190
ValentinChmerkovskiy,Z.V,16,16,7,3,23,9,162.6666666666667,16Z.V,16.583334,190
ValentinChmerkovskiy,Z.V,16,16,8,3,24,9.666666666666666,163.6666666666667,16Z.V,16.666666,190
ValentinChmerkovskiy,Z.V,16,16,9,3,25,9.166666666666666,164.6666666666667,16Z.V,16.75,190
ValentinChmerkovskiy,Z.V,16,16,10,3,26,10,165.6666666666667,16Z.V,16.833334,190
ValentinChmerkovskiy,Z.V,16,16,11,3,27,10,166.6666666666667,16Z.V,16.916666,190
DerekHough,A.D,17,17,1,11,107,9,167.6666666666667,17A.D,17.083334,191
DerekHough,A.D,17,17,2,11,108,8,168.6666666666667,17A.D,17.166666,191
DerekHough,A.D,17,17,3,11,109,8,169.6666666666667,17A.D,17.25,191
DerekHough,A.D,17,17,4,11,110,9,171,17A.D,17.333334,191
DerekHough,A.D,17,17,5,11,111,8.666666666666666,171.3333333333333,17A.D,17.416666,191
DerekHough,A.D,17,17,6,11,112,9.333333333333334,172.3333333333333,17A.D,17.5,191
DerekHough,A.D,17,17,7,11,113,9.666666666666666,173.3333333333333,17A.D,17.583334,191
DerekHough,A.D,17,17,8,11,114,9.5,175,17A.D,17.666666,191
DerekHough,A.D,17,17,9,11,115,8.5,175,17A.D,17.75,191
DerekHough,A.D,17,17,10,11,116,10,176,17A.D,17.833334,191
DerekHough,A.D,17,17,11,11,117,10,177,17A.D,17.916666,191
DerekHough,A.D,17,17,12,11,118,10,178,17A.D,18,191
EmmaSlater,B.E,17,17,1,0,0,6,167.6666666666667,17B.E,17.083334,192
EmmaSlater,B.E,17,17,2,0,1,7,168.6666666666667,17B.E,17.166666,192
EmmaSlater,B.E,17,17,3,0,2,8,169.6666666666667,17B.E,17.25,192
EmmaSlater,B.E,17,17,4,0,3,7,171,17B.E,17.333334,192
EmmaSlater,B.E,17,17,5,0,4,8,171.3333333333333,17B.E,17.416666,192
EmmaSlater,B.E,17,17,6,0,5,7.666666666666667,172.3333333333333,17B.E,17.5,192
EmmaSlater,B.E,17,17,7,0,6,7.666666666666667,173.3333333333333,17B.E,17.583334,192
EmmaSlater,B.E,17,17,8,0,7,8,175,17B.E,17.666666,192
EmmaSlater,B.E,17,17,9,0,8,7,175,17B.E,17.75,192
EmmaSlater,B.E,17,17,10,0,9,7.5,176,17B.E,17.833334,192
EmmaSlater,B.E,17,17,11,0,10,8.166666666666666,177,17B.E,17.916666,192
PetaMurgatroyd,B.P,17,17,1,4,27,7.333333333333333,167.6666666666667,17B.P,17.083334,193
PetaMurgatroyd,B.P,17,17,2,4,28,7.666666666666667,168.6666666666667,17B.P,17.166666,193
PetaMurgatroyd,B.P,17,17,3,4,29,9,169.6666666666667,17B.P,17.25,193
PetaMurgatroyd,B.P,17,17,4,4,30,7,171,17B.P,17.333334,193
PetaMurgatroyd,B.P,17,17,5,4,31,9,171.3333333333333,17B.P,17.416666,193
PetaMurgatroyd,B.P,17,17,6,4,32,9.333333333333334,172.3333333333333,17B.P,17.5,193
PetaMurgatroyd,B.P,17,17,7,4,33,9,173.3333333333333,17B.P,17.583334,193
PetaMurgatroyd,B.P,17,17,8,4,34,9,175,17B.P,17.666666,193
TyneStecklein,BN.T,17,17,1,0,0,4.666666666666667,167.6666666666667,17BN.T,17.083334,194
TyneStecklein,BN.T,17,17,2,0,1,5.666666666666667,168.6666666666667,17BN.T,17.166666,194
TyneStecklein,BN.T,17,17,3,0,2,5.333333333333333,169.6666666666667,17BN.T,17.25,194
KarinaSmirnoff,C.K,17,17,1,13,96,8,167.6666666666667,17C.K,17.083334,195
KarinaSmirnoff,C.K,17,17,2,13,97,8.666666666666666,168.6666666666667,17C.K,17.166666,195
KarinaSmirnoff,C.K,17,17,3,13,98,8.666666666666666,169.6666666666667,17C.K,17.25,195
KarinaSmirnoff,C.K,17,17,4,13,99,9,171,17C.K,17.333334,195
KarinaSmirnoff,C.K,17,17,5,13,100,9.333333333333334,171.3333333333333,17C.K,17.416666,195
KarinaSmirnoff,C.K,17,17,6,13,101,7.666666666666667,172.3333333333333,17C.K,17.5,195
KarinaSmirnoff,C.K,17,17,7,13,102,9.666666666666666,173.3333333333333,17C.K,17.583334,195
KarinaSmirnoff,C.K,17,17,8,13,103,9,175,17C.K,17.666666,195
KarinaSmirnoff,C.K,17,17,9,13,104,9.666666666666666,175,17C.K,17.75,195
KarinaSmirnoff,C.K,17,17,10,13,105,9.333333333333334,176,17C.K,17.833334,195
KarinaSmirnoff,C.K,17,17,11,13,106,9.5,177,17C.K,17.916666,195
KarinaSmirnoff,C.K,17,17,12,13,107,9,178,17C.K,18,195
MarkBallas,C.M,17,17,1,12,83,7.333333333333333,167.6666666666667,17C.M,17.083334,196
MarkBallas,C.M,17,17,2,12,84,8.333333333333334,168.6666666666667,17C.M,17.166666,196
MarkBallas,C.M,17,17,3,12,85,8.666666666666666,169.6666666666667,17C.M,17.25,196
MarkBallas,C.M,17,17,4,12,86,8,171,17C.M,17.333334,196
MarkBallas,C.M,17,17,5,12,87,9.333333333333334,171.3333333333333,17C.M,17.416666,196
ValentinChmerkovskiy,E.V,17,17,1,4,28,8,167.6666666666667,17E.V,17.083334,197
ValentinChmerkovskiy,E.V,17,17,2,4,29,8.333333333333334,168.6666666666667,17E.V,17.166666,197
ValentinChmerkovskiy,E.V,17,17,3,4,30,8.333333333333334,169.6666666666667,17E.V,17.25,197
ValentinChmerkovskiy,E.V,17,17,4,4,31,9,171,17E.V,17.333334,197
ValentinChmerkovskiy,E.V,17,17,5,4,32,8.666666666666666,171.3333333333333,17E.V,17.416666,197
ValentinChmerkovskiy,E.V,17,17,6,4,33,10,172.3333333333333,17E.V,17.5,197
ValentinChmerkovskiy,E.V,17,17,7,4,34,9,173.3333333333333,17E.V,17.583334,197
ValentinChmerkovskiy,E.V,17,17,8,4,35,8,175,17E.V,17.666666,197
ValentinChmerkovskiy,E.V,17,17,9,4,36,9.333333333333334,175,17E.V,17.75,197
CherylBurke,J.C,17,17,1,15,122,7.666666666666667,167.6666666666667,17J.C,17.083334,198
CherylBurke,J.C,17,17,2,15,123,8,168.6666666666667,17J.C,17.166666,198
CherylBurke,J.C,17,17,3,15,124,7.333333333333333,169.6666666666667,17J.C,17.25,198
CherylBurke,J.C,17,17,4,15,125,8,171,17J.C,17.333334,198
CherylBurke,J.C,17,17,5,15,126,9,171.3333333333333,17J.C,17.416666,198
CherylBurke,J.C,17,17,6,15,127,8.333333333333334,172.3333333333333,17J.C,17.5,198
CherylBurke,J.C,17,17,7,15,128,9,173.3333333333333,17J.C,17.583334,198
CherylBurke,J.C,17,17,8,15,129,9,175,17J.C,17.666666,198
CherylBurke,J.C,17,17,9,15,130,9,175,17J.C,17.75,198
CherylBurke,J.C,17,17,10,15,131,8.833333333333334,176,17J.C,17.833334,198
CherylBurke,J.C,17,17,11,15,132,9,177,17J.C,17.916666,198
CherylBurke,J.C,17,17,12,15,133,9,178,17J.C,18,198
SharnaBurgess,K.S,17,17,1,1,7,5.666666666666667,167.6666666666667,17K.S,17.083334,199
SharnaBurgess,K.S,17,17,2,1,8,6,168.6666666666667,17K.S,17.166666,199
TonyDovolani,L.T,17,17,1,15,89,7,167.6666666666667,17L.T,17.083334,200
TonyDovolani,L.T,17,17,2,15,90,8,168.6666666666667,17L.T,17.166666,200
TonyDovolani,L.T,17,17,3,15,91,8,169.6666666666667,17L.T,17.25,200
TonyDovolani,L.T,17,17,4,15,92,8,171,17L.T,17.333334,200
TonyDovolani,L.T,17,17,5,15,93,7.333333333333333,171.3333333333333,17L.T,17.416666,200
TonyDovolani,L.T,17,17,6,15,94,9,172.3333333333333,17L.T,17.5,200
TonyDovolani,L.T,17,17,7,15,95,8.666666666666666,173.3333333333333,17L.T,17.583334,200
TonyDovolani,L.T,17,17,8,15,96,8,175,17L.T,17.666666,200
TonyDovolani,L.T,17,17,9,15,97,9,175,17L.T,17.75,200
TonyDovolani,L.T,17,17,10,15,98,8.166666666666666,176,17L.T,17.833334,200
SashaFarber,N.S,17,17,1,0,0,7.666666666666667,167.6666666666667,17N.S,17.083334,201
SashaFarber,N.S,17,17,2,0,1,6.666666666666667,168.6666666666667,17N.S,17.166666,201
SashaFarber,N.S,17,17,3,0,2,8.333333333333334,169.6666666666667,17N.S,17.25,201
SashaFarber,N.S,17,17,4,0,3,8,171,17N.S,17.333334,201
SashaFarber,N.S,17,17,5,0,4,9,171.3333333333333,17N.S,17.416666,201
SashaFarber,N.S,17,17,6,0,5,9,172.3333333333333,17N.S,17.5,201
SashaFarber,N.S,17,17,7,0,6,9,173.3333333333333,17N.S,17.583334,201
TristanMacManus,V.T,17,17,1,3,16,7,167.6666666666667,17V.T,17.083334,202
TristanMacManus,V.T,17,17,2,3,17,6.333333333333333,168.6666666666667,17V.T,17.166666,202
TristanMacManus,V.T,17,17,3,3,18,5.333333333333333,169.6666666666667,17V.T,17.25,202
TristanMacManus,V.T,17,17,4,3,19,6,171,17V.T,17.333334,202
DerekHough,A.D,18,18,1,12,119,8,179,18A.D,18.083334,203
DerekHough,A.D,18,18,2,12,120,8,180,18A.D,18.166666,203
DerekHough,A.D,18,18,3,12,121,9,181,18A.D,18.25,203
DerekHough,A.D,18,18,5,12,123,9,183,18A.D,18.416666,203
DerekHough,A.D,18,18,6,12,124,9.333333333333334,184,18A.D,18.5,203
DerekHough,A.D,18,18,7,12,125,9,185,18A.D,18.583334,203
DerekHough,A.D,18,18,8,12,126,10,186,18A.D,18.666666,203
DerekHough,A.D,18,18,9,12,127,9.666666666666666,187,18A.D,18.75,203
DerekHough,A.D,18,18,10,12,128,9.833333333333334,188,18A.D,18.833334,203
DerekHough,A.D,18,18,11,12,129,10,189,18A.D,18.916666,203
MarkBallas,A.M,18,18,4,13,91,8.666666666666666,182,18A.M,18.333334,204
EmmaSlater,B.E,18,18,1,1,11,5,179,18B.E,18.083334,205
EmmaSlater,B.E,18,18,2,1,12,5,180,18B.E,18.166666,205
MarkBallas,C.M,18,18,1,13,88,8.333333333333334,179,18C.M,18.083334,206
MarkBallas,C.M,18,18,2,13,89,7,180,18C.M,18.166666,206
MarkBallas,C.M,18,18,3,13,90,8,181,18C.M,18.25,206
MarkBallas,C.M,18,18,5,13,92,8.666666666666666,183,18C.M,18.416666,206
MarkBallas,C.M,18,18,6,13,93,8,184,18C.M,18.5,206
MarkBallas,C.M,18,18,7,13,94,8.666666666666666,185,18C.M,18.583334,206
MarkBallas,C.M,18,18,8,13,95,9,186,18C.M,18.666666,206
MarkBallas,C.M,18,18,9,13,96,8.833333333333334,187,18C.M,18.75,206
MarkBallas,C.M,18,18,10,13,97,8.5,188,18C.M,18.833334,206
MarkBallas,C.M,18,18,11,13,98,9,189,18C.M,18.916666,206
PetaMurgatroyd,C.P,18,18,4,5,38,8,182,18C.P,18.333334,207
SharnaBurgess,C.S,18,18,1,2,9,9,179,18C.S,18.083334,208
SharnaBurgess,C.S,18,18,2,2,10,8.333333333333334,180,18C.S,18.166666,208
SharnaBurgess,C.S,18,18,3,2,11,9,181,18C.S,18.25,208
SharnaBurgess,C.S,18,18,5,2,13,9.333333333333334,183,18C.S,18.416666,208
SharnaBurgess,C.S,18,18,6,2,14,9,184,18C.S,18.5,208
SharnaBurgess,C.S,18,18,7,2,15,8.666666666666666,185,18C.S,18.583334,208
SharnaBurgess,C.S,18,18,8,2,16,10,186,18C.S,18.666666,208
SharnaBurgess,C.S,18,18,9,2,17,9.5,187,18C.S,18.75,208
TonyDovolani,C.T,18,18,4,16,102,7,182,18C.T,18.333334,209
WitneyCarson,C.W,18,18,1,0,0,7.333333333333333,179,18C.W,18.083334,210
WitneyCarson,C.W,18,18,2,0,1,7.333333333333333,180,18C.W,18.166666,210
WitneyCarson,C.W,18,18,3,0,2,8.666666666666666,181,18C.W,18.25,210
WitneyCarson,C.W,18,18,5,0,4,8.666666666666666,183,18C.W,18.416666,210
SharnaBurgess,Co.S,18,18,4,2,12,7.666666666666667,182,18Co.S,18.333334,211
CherylBurke,D.C,18,18,1,16,134,7,179,18D.C,18.083334,212
CherylBurke,D.C,18,18,2,16,135,7,180,18D.C,18.166666,212
CherylBurke,D.C,18,18,3,16,136,7.333333333333333,181,18D.C,18.25,212
CherylBurke,D.C,18,18,5,16,138,7,183,18D.C,18.416666,212
CherylBurke,D.C,18,18,6,16,139,7.666666666666667,184,18D.C,18.5,212
HenryByalikov,D.H,18,18,1,0,0,6,179,18D.H,18.083334,213
MaksimChmerkovskiy,D.M,18,18,4,13,98,8,182,18D.M,18.333334,214
ValentinChmerkovskiy,D.V,18,18,1,5,37,8,179,18D.V,18.083334,215
ValentinChmerkovskiy,D.V,18,18,2,5,38,8,180,18D.V,18.166666,215
ValentinChmerkovskiy,D.V,18,18,3,5,39,9,181,18D.V,18.25,215
ValentinChmerkovskiy,D.V,18,18,5,5,41,9.666666666666666,183,18D.V,18.416666,215
ValentinChmerkovskiy,D.V,18,18,6,5,42,9,184,18D.V,18.5,215
ValentinChmerkovskiy,D.V,18,18,7,5,43,8,185,18D.V,18.583334,215
ValentinChmerkovskiy,D.V,18,18,8,5,44,9.666666666666666,186,18D.V,18.666666,215
WitneyCarson,D.W,18,18,4,0,3,8,182,18D.W,18.333334,216
CherylBurke,J.C,18,18,4,16,137,8.666666666666666,182,18J.C,18.333334,217
PetaMurgatroyd,J.P,18,18,1,5,35,7,179,18J.P,18.083334,218
PetaMurgatroyd,J.P,18,18,2,5,36,8.333333333333334,180,18J.P,18.166666,218
PetaMurgatroyd,J.P,18,18,3,5,37,9,181,18J.P,18.25,218
PetaMurgatroyd,J.P,18,18,5,5,39,10,183,18J.P,18.416666,218
PetaMurgatroyd,J.P,18,18,6,5,40,8.666666666666666,184,18J.P,18.5,218
PetaMurgatroyd,J.P,18,18,7,5,41,8.666666666666666,185,18J.P,18.583334,218
PetaMurgatroyd,J.P,18,18,8,5,42,8.666666666666666,186,18J.P,18.666666,218
PetaMurgatroyd,J.P,18,18,9,5,43,9.5,187,18J.P,18.75,218
PetaMurgatroyd,J.P,18,18,10,5,44,9.666666666666666,188,18J.P,18.833334,218
MaksimChmerkovskiy,M.M,18,18,1,13,95,8,179,18M.M,18.083334,219
MaksimChmerkovskiy,M.M,18,18,2,13,96,8.333333333333334,180,18M.M,18.166666,219
MaksimChmerkovskiy,M.M,18,18,3,13,97,9.666666666666666,181,18M.M,18.25,219
MaksimChmerkovskiy,M.M,18,18,5,13,99,9,183,18M.M,18.416666,219
MaksimChmerkovskiy,M.M,18,18,6,13,100,10,184,18M.M,18.5,219
MaksimChmerkovskiy,M.M,18,18,7,13,101,9.666666666666666,185,18M.M,18.583334,219
MaksimChmerkovskiy,M.M,18,18,8,13,102,9.333333333333334,186,18M.M,18.666666,219
MaksimChmerkovskiy,M.M,18,18,9,13,103,10,187,18M.M,18.75,219
MaksimChmerkovskiy,M.M,18,18,10,13,104,10,188,18M.M,18.833334,219
MaksimChmerkovskiy,M.M,18,18,11,13,105,10,189,18M.M,18.916666,219
ValentinChmerkovskiy,M.V,18,18,4,5,40,9.666666666666666,182,18M.V,18.333334,220
DerekHough,N.D,18,18,4,12,122,8,182,18N.D,18.333334,221
TonyDovolani,N.T,18,18,1,16,99,7,179,18N.T,18.083334,222
TonyDovolani,N.T,18,18,2,16,100,7,180,18N.T,18.166666,222
TonyDovolani,N.T,18,18,3,16,101,7.666666666666667,181,18N.T,18.25,222
TonyDovolani,N.T,18,18,5,16,103,9,183,18N.T,18.416666,222
TonyDovolani,N.T,18,18,6,16,104,8,184,18N.T,18.5,222
TonyDovolani,N.T,18,18,7,16,105,7.666666666666667,185,18N.T,18.583334,222
KarinaSmirnoff,S.K,18,18,1,14,39,6.666666666666667,179,18S.K,18.083334,223
KarinaSmirnoff,S.K,18,18,2,14,40,7,180,18S.K,18.166666,223
AllisonHolker,A.A,19,19,5,0,4,7.5,195,19A.A,19.416666,224
CherylBurke,A.C,19,19,1,17,140,6.333333333333333,189.6666666666667,19A.C,19.083334,225
CherylBurke,A.C,19,19,2,17,141,7.666666666666667,190.6666666666667,19A.C,19.166666,225
CherylBurke,A.C,19,19,3,17,142,7.5,193,19A.C,19.25,225
CherylBurke,A.C,19,19,4,17,143,7,194,19A.C,19.333334,225
CherylBurke,A.C,19,19,6,17,145,7,196,19A.C,19.5,225
CherylBurke,A.C,19,19,7,17,146,6.666666666666667,194.3333333333333,19A.C,19.583334,225
WitneyCarson,A.W,19,19,1,1,5,9,189.6666666666667,19A.W,19.083334,226
WitneyCarson,A.W,19,19,2,1,6,8,190.6666666666667,19A.W,19.166666,226
WitneyCarson,A.W,19,19,3,1,7,8,193,19A.W,19.25,226
WitneyCarson,A.W,19,19,4,1,8,10,194,19A.W,19.333334,226
WitneyCarson,A.W,19,19,6,1,10,10,196,19A.W,19.5,226
WitneyCarson,A.W,19,19,7,1,11,9,194.3333333333333,19A.W,19.583334,226
WitneyCarson,A.W,19,19,8,1,12,9.666666666666666,195.3333333333333,19A.W,19.666666,226
WitneyCarson,A.W,19,19,9,1,13,9.666666666666666,196.3333333333333,19A.W,19.75,226
WitneyCarson,A.W,19,19,10,1,14,9.333333333333334,197.3333333333333,19A.W,19.833334,226
WitneyCarson,A.W,19,19,11,1,15,10,198.3333333333333,19A.W,19.916666,226
WitneyCarson,A.W,19,19,12,1,16,10,199.3333333333333,19A.W,20,226
CherylBurke,Al.C,19,19,5,17,144,8,195,19Al.C,19.416666,227
DerekHough,B.D,19,19,1,13,130,8,189.6666666666667,19B.D,19.083334,228
DerekHough,B.D,19,19,2,13,131,8.333333333333334,190.6666666666667,19B.D,19.166666,228
DerekHough,B.D,19,19,3,13,132,10,193,19B.D,19.25,228
DerekHough,B.D,19,19,4,13,133,8,194,19B.D,19.333334,228
DerekHough,B.D,19,19,6,13,135,9,196,19B.D,19.5,228
DerekHough,B.D,19,19,7,13,136,9.666666666666666,194.3333333333333,19B.D,19.583334,228
DerekHough,B.D,19,19,8,13,137,9.333333333333334,195.3333333333333,19B.D,19.666666,228
DerekHough,B.D,19,19,9,13,138,9.166666666666666,196.3333333333333,19B.D,19.75,228
DerekHough,B.D,19,19,10,13,139,9.5,197.3333333333333,19B.D,19.833334,228
DerekHough,B.D,19,19,11,13,140,9.5,198.3333333333333,19B.D,19.916666,228
MarkBallas,B.M,19,19,5,14,103,8,195,19B.M,19.416666,229
TonyDovolani,B.T,19,19,1,17,106,5,189.6666666666667,19B.T,19.083334,230
TonyDovolani,B.T,19,19,2,17,107,7,190.6666666666667,19B.T,19.166666,230
TonyDovolani,B.T,19,19,3,17,108,7,193,19B.T,19.25,230
TonyDovolani,B.T,19,19,4,17,109,7.5,194,19B.T,19.333334,230
AllisonHolker,J.A,19,19,1,0,0,7.666666666666667,189.6666666666667,19J.A,19.083334,231
AllisonHolker,J.A,19,19,2,0,1,7.333333333333333,190.6666666666667,19J.A,19.166666,231
AllisonHolker,J.A,19,19,3,0,2,8,193,19J.A,19.25,231
AllisonHolker,J.A,19,19,4,0,3,6,194,19J.A,19.333334,231
AllisonHolker,J.A,19,19,6,0,5,8,196,19J.A,19.5,231
PetaMurgatroyd,J.P,19,19,5,6,49,6,195,19J.P,19.416666,232
ValentinChmerkovskiy,J.V,19,19,1,6,45,7.333333333333333,189.6666666666667,19J.V,19.083334,233
ValentinChmerkovskiy,J.V,19,19,2,6,46,8.666666666666666,190.6666666666667,19J.V,19.166666,233
ValentinChmerkovskiy,J.V,19,19,3,6,47,10,193,19J.V,19.25,233
ValentinChmerkovskiy,J.V,19,19,4,6,48,9,194,19J.V,19.333334,233
ValentinChmerkovskiy,J.V,19,19,6,6,50,8.5,196,19J.V,19.5,233
ValentinChmerkovskiy,J.V,19,19,7,6,51,7.666666666666667,194.3333333333333,19J.V,19.583334,233
ValentinChmerkovskiy,J.V,19,19,8,6,52,10,195.3333333333333,19J.V,19.666666,233
ValentinChmerkovskiy,J.V,19,19,9,6,53,9.5,196.3333333333333,19J.V,19.75,233
ValentinChmerkovskiy,J.V,19,19,10,6,54,9.666666666666666,197.3333333333333,19J.V,19.833334,233
ValentinChmerkovskiy,J.V,19,19,11,6,55,9.666666666666666,198.3333333333333,19J.V,19.916666,233
ValentinChmerkovskiy,J.V,19,19,12,6,56,10,199.3333333333333,19J.V,20,233
ArtemChigvintsev,Ja.A,19,19,5,0,4,8.5,195,19Ja.A,19.416666,234
ArtemChigvintsev,L.A,19,19,1,0,0,8,189.6666666666667,19L.A,19.083334,235
ArtemChigvintsev,L.A,19,19,2,0,1,8.666666666666666,190.6666666666667,19L.A,19.166666,235
ArtemChigvintsev,L.A,19,19,3,0,2,7.5,193,19L.A,19.25,235
ArtemChigvintsev,L.A,19,19,4,0,3,10,194,19L.A,19.333334,235
ArtemChigvintsev,L.A,19,19,6,0,5,8,196,19L.A,19.5,235
ArtemChigvintsev,L.A,19,19,7,0,6,8.333333333333334,194.3333333333333,19L.A,19.583334,235
ArtemChigvintsev,L.A,19,19,8,0,7,8,195.3333333333333,19L.A,19.666666,235
ArtemChigvintsev,L.A,19,19,9,0,8,8.833333333333334,196.3333333333333,19L.A,19.75,235
KeoikantseMotsepe,L.K,19,19,1,0,0,5.666666666666667,189.6666666666667,19L.K,19.083334,236
ValentinChmerkovskiy,L.V,19,19,5,6,49,9,195,19L.V,19.416666,237
EmmaSlater,M.E,19,19,1,2,13,6.333333333333333,189.6666666666667,19M.E,19.083334,238
EmmaSlater,M.E,19,19,2,2,14,6,190.6666666666667,19M.E,19.166666,238
EmmaSlater,M.E,19,19,3,2,15,7,193,19M.E,19.25,238
EmmaSlater,M.E,19,19,4,2,16,6,194,19M.E,19.333334,238
EmmaSlater,M.E,19,19,6,2,18,7.5,196,19M.E,19.5,238
EmmaSlater,M.E,19,19,7,2,19,5,194.3333333333333,19M.E,19.583334,238
EmmaSlater,M.E,19,19,8,2,20,6.333333333333333,195.3333333333333,19M.E,19.666666,238
WitneyCarson,M.W,19,19,5,1,9,5,195,19M.W,19.416666,239
KarinaSmirnoff,R.K,19,19,1,15,108,7.666666666666667,189.6666666666667,19R.K,19.083334,240
KarinaSmirnoff,R.K,19,19,2,15,109,7,190.6666666666667,19R.K,19.166666,240
KarinaSmirnoff,R.K,19,19,3,15,110,6.5,193,19R.K,19.25,240
DerekHough,S.D,19,19,5,13,134,9,195,19S.D,19.416666,241
MarkBallas,S.M,19,19,1,14,99,8.333333333333334,189.6666666666667,19S.M,19.083334,242
MarkBallas,S.M,19,19,2,14,100,7.666666666666667,190.6666666666667,19S.M,19.166666,242
MarkBallas,S.M,19,19,3,14,101,8,193,19S.M,19.25,242
MarkBallas,S.M,19,19,4,14,102,9,194,19S.M,19.333334,242
MarkBallas,S.M,19,19,6,14,104,8.5,196,19S.M,19.5,242
MarkBallas,S.M,19,19,7,14,105,7.333333333333333,194.3333333333333,19S.M,19.583334,242
MarkBallas,S.M,19,19,8,14,106,9.333333333333334,195.3333333333333,19S.M,19.666666,242
MarkBallas,S.M,19,19,9,14,107,9.166666666666666,196.3333333333333,19S.M,19.75,242
MarkBallas,S.M,19,19,10,14,108,9.166666666666666,197.3333333333333,19S.M,19.833334,242
MarkBallas,S.M,19,19,11,14,109,9.666666666666666,198.3333333333333,19S.M,19.916666,242
MarkBallas,S.M,19,19,12,14,110,10,199.3333333333333,19S.M,20,242
EmmaSlater,T.E,19,19,5,2,17,6,195,19T.E,19.416666,243
PetaMurgatroyd,T.P,19,19,1,6,45,6.666666666666667,189.6666666666667,19T.P,19.083334,244
PetaMurgatroyd,T.P,19,19,2,6,46,7,190.6666666666667,19T.P,19.166666,244
PetaMurgatroyd,T.P,19,19,3,6,47,8,193,19T.P,19.25,244
PetaMurgatroyd,T.P,19,19,4,6,48,7,194,19T.P,19.333334,244
PetaMurgatroyd,T.P,19,19,6,6,50,7,196,19T.P,19.5,244
PetaMurgatroyd,T.P,19,19,7,6,51,7,194.3333333333333,19T.P,19.583334,244
PetaMurgatroyd,T.P,19,19,8,6,52,6.333333333333333,195.3333333333333,19T.P,19.666666,244
PetaMurgatroyd,T.P,19,19,9,6,53,7.166666666666667,196.3333333333333,19T.P,19.75,244
PetaMurgatroyd,T.P,19,19,10,6,54,7.666666666666667,197.3333333333333,19T.P,19.833334,244
SharnaBurgess,T.S,19,19,1,3,18,7,189.6666666666667,19T.S,19.083334,245
SharnaBurgess,T.S,19,19,2,3,19,7,190.6666666666667,19T.S,19.166666,245
KeoikantseMotsepe,C.K,20,20,1,1,1,5.666666666666667,200.3333333333333,20C.K,20.083334,246
KeoikantseMotsepe,C.K,20,20,2,1,2,6.333333333333333,201.3333333333333,20C.K,20.166666,246
KeoikantseMotsepe,C.K,20,20,3,1,3,5.666666666666667,202.3333333333333,20C.K,20.25,246
WitneyCarson,C.W,20,20,1,2,17,6.666666666666667,200.3333333333333,20C.W,20.083334,247
